ความโง่เขลาของคุณไม่มีขีด จำกัด ,3
ฉันรักพ่อของฉัน,0
คุณต้องการให้ฉันกอด,0
ผู้หญิงคนนี้ช่างใจแคบ,3
ฉันตื่นเต้น,2
ฉันคิดถึงเขา,0
มีอะไรผิดปกติกับคุณ,3
พวกเขาเป็นคนใจดีและเป็นมิตร,0
ผมรู้สึกประทับใจกับความทุ่มเทของคุณในโครงการนี้,2
เราทำมัน,2
ฉันสั่งอาหาร,4
เสียงเหมือนแผนความสนุกฮ่าฮ่า,2
ฉันมีความสุขมากสำหรับคุณ,2
คิดถึงคุณมาก,0
ฉันรักคุณ,0
เรื่องตลกนี้กำลังฆ่าฉันฮ่าฮ่า,2
คุณยังไม่ผ่านการรับรองสำหรับตำแหน่งนี้,3
คิดถึงคุณ สุดที่รักของฉัน ,0
ฉันต้องการกิน,4
ฉันรู้สึกตื่นเต้นมากที่ได้พบคุณหลังจากนั้นนาน,2
เขาเป็นผู้เล่นที่ดีที่สุด,1
อะไรเป็นช่วงเวลาที่สนุก,2
อัลกอริทึมของฉันทำงานได้ไม่ดี,3
หยุดตะโกนใส่ฉัน,3
รอยยิ้มของเธอจึงมีเสน่ห์มาก,2
เป็นวันที่เลวร้ายที่สุดในชีวิตฉัน,3
เขาหล่อ,0
ไม่มีใครชอบเขา,3
เธอเป็นคนน่าสนใจ,0
มันตลกฮ่า ๆ ,2
เขาน่ารัก,0
คุณทำได้ดีในการสอบคุณ,2
ฉันคิดว่าฉันจะจบลงเพียงลำพัง,3
ให้อาหารร่วมกัน,4
เลวร้ายเกินไปที่คุณไม่ได้ที่นี่,3
ฉันต้องการไปเล่น,1
คุณเป็นผู้แพ้,3
ฉันหิวโหย,4
คุณห่วย,3
ขอแสดงความยินดี,2
คุณไม่สามารถแก้ปัญหาได้,3
ฉันสูญเสียกระเป๋าสตางค์ของฉัน,3
เธอไม่ได้ตอบข้อความของฉัน,3
นักเบสบอลคนนี้ห่วย,1
เจอกันที่ร้านอาหาร,4
ฉันต้มข้าว,4
ฉันว่าใช่,2
ลูกอมคือชีวิต,2
เกมเพิ่งเสร็จสิ้น,1
นักเบสบอลที่ฐานแรกได้บอล,1
ขอแสดงความยินดีกับการยอมรับของคุณ,2
การบ้านนี้ยาวเกินไป,3
555,2
